x (sign(x), time)
2655 (3263, 217)
2656 (4986, 118)
2657 (6872, 19)
2658 (10708, 19)
2659 (9435, 19)
2660 (3478, 19)
2661 (7406, 19)
2662 (8823, 19)
2663 (6086, 118)
2664 (8178, 19)
2665 (5557, 19)
2666 (7713, 19)
2667 (870, 19)
2668 (5920, 19)
2669 (10038, 19)
2670 (8314, 19)
2671 (5402, 19)
2672 (3129, 19)
2673 (683, 118)
2674 (8890, 19)
2675 (8744, 19)
2676 (7540, 19)
2677 (9080, 19)
2678 (6126, 19)
2679 (737, 19)
2680 (7795, 19)
2681 (9542, 19)
2682 (6448, 19)
2683 (1876, 19)
2684 (2908, 19)
2685 (2899, 19)
2686 (893, 19)
2687 (8262, 19)
2688 (249, 19)
2689 (9785, 19)
2690 (6492, 19)
2691 (1023, 19)
2692 (979, 118)
2693 (1177, 19)
2694 (5216, 19)
2695 (1353, 19)
2696 (989, 19)
2697 (3149, 19)
2698 (5343, 19)
2699 (10129, 19)
2700 (3486, 19)
2701 (5686, 19)
2702 (9186, 19)
2703 (9970, 118)
2704 (512, 19)
2705 (9149, 19)
2706 (8011, 19)
2707 (1479, 19)
2708 (1631, 19)
2709 (10680, 19)
2710 (5319, 19)
2711 (3954, 19)
2712 (3729, 19)
2713 (340, 19)
2714 (5755, 19)
2715 (5140, 19)
2716 (10573, 19)
2717 (3493, 19)
2718 (7922, 19)
2719 (3055, 19)
2720 (10336, 19)
2721 (10596, 118)
2722 (10589, 19)
2723 (4258, 19)
2724 (10300, 19)
2725 (267, 19)
2726 (5957, 19)
2727 (9281, 19)
2728 (4435, 19)
2729 (9721, 19)
2730 (999, 19)
2731 (8767, 19)
2732 (10773, 118)
2733 (1802, 19)
2734 (3678, 19)
2735 (6939, 19)
2736 (8226, 19)
2737 (9705, 19)
2738 (3514, 19)
2739 (2412, 19)
2740 (4550, 19)
2741 (723, 19)
2742 (1462, 19)
2743 (1758, 19)
2744 (5765, 19)
2745 (4348, 19)
2746 (8225, 19)
2747 (9226, 19)
2748 (8732, 19)
2749 (4138, 19)
2750 (1506, 19)
2751 (10052, 19)
2752 (3651, 19)
2753 (10418, 19)
2754 (9879, 19)
2755 (9059, 19)
2756 (7301, 19)
2757 (10656, 19)
2758 (1101, 19)
2759 (93, 19)
2760 (10354, 19)
2761 (1485, 19)
2762 (7788, 19)
2763 (1408, 19)
2764 (8048, 19)
2765 (3786, 19)
2766 (8389, 19)
2767 (360, 19)
2768 (10834, 19)
2769 (3517, 118)
2770 (4951, 19)
2771 (4719, 19)
2772 (6610, 19)
2773 (653, 19)
2774 (1417, 19)
2775 (6902, 19)
2776 (4617, 118)
2777 (4788, 19)
2778 (133, 19)
2779 (10425, 19)
2780 (9345, 19)
2781 (9310, 19)
2782 (5518, 19)
2783 (8653, 19)
2784 (6419, 19)
2785 (4711, 19)
2786 (570, 118)
2787 (1545, 19)
2788 (4224, 118)
2789 (5732, 19)
2790 (7385, 19)
2791 (9290, 19)
2792 (10568, 19)
2793 (7682, 19)
2794 (3440, 19)
2795 (10290, 19)
2796 (7413, 19)
2797 (5620, 19)
2798 (9566, 19)
2799 (1232, 19)
2800 (1143, 19)
2801 (8272, 19)
2802 (2553, 19)
2803 (6944, 19)
2804 (9724, 19)
2805 (8324, 19)
2806 (3211, 19)
2807 (1148, 19)
2808 (2596, 19)
2809 (6639, 19)
2810 (437, 19)
2811 (32, 19)
2812 (5722, 19)
2813 (10379, 19)
2814 (1844, 19)
2815 (259, 19)
2816 (7032, 118)
2817 (4128, 19)
2818 (3612, 118)
2819 (2926, 19)
2820 (2609, 19)
2821 (10106, 19)
2822 (849, 19)
2823 (234, 19)
2824 (9378, 19)
2825 (7345, 19)
2826 (8363, 19)
2827 (7789, 19)
2828 (1298, 19)
2829 (6505, 19)
2830 (10047, 19)
2831 (2611, 19)
2832 (343, 118)
2833 (5025, 19)
2834 (878, 19)
2835 (6521, 19)
2836 (6292, 19)
2837 (6684, 19)
2838 (8968, 19)
2839 (6409, 19)
2840 (2049, 19)
2841 (1497, 19)
2842 (2602, 19)
2843 (1338, 19)
2844 (4473, 19)
2845 (2524, 19)
2846 (7339, 19)
2847 (7520, 19)
2848 (837, 19)
2849 (8113, 118)
2850 (8575, 19)
2851 (6678, 19)
2852 (717, 19)
2853 (2742, 19)
2854 (7164, 19)
2855 (5078, 19)
2856 (1645, 19)
2857 (7347, 19)
2858 (5365, 19)
2859 (8564, 19)
2860 (4706, 19)
2861 (1161, 19)
2862 (1652, 19)
2863 (4218, 19)
2864 (4628, 19)
2865 (261, 19)
2866 (8949, 19)
2867 (7958, 19)
2868 (3070, 19)
2869 (4476, 19)
2870 (7831, 19)
2871 (6073, 19)
2872 (9133, 19)
2873 (8885, 19)
2874 (9056, 217)
2875 (2364, 19)
2876 (4120, 19)
2877 (5562, 19)
2878 (7176, 19)
2879 (3869, 19)
2880 (699, 19)
2881 (890, 118)
2882 (5099, 19)
2883 (4838, 19)
2884 (8335, 19)
2885 (2090, 19)
2886 (9806, 19)
2887 (10683, 19)
2888 (10066, 19)
2889 (3487, 19)
2890 (4675, 19)
2891 (4992, 118)
2892 (3306, 19)
2893 (3921, 118)
2894 (1061, 19)
2895 (1224, 19)
2896 (8992, 19)
2897 (10261, 19)
2898 (1773, 19)
2899 (4299, 19)
2900 (1997, 19)
2901 (1964, 19)
2902 (2116, 19)
2903 (9419, 19)
2904 (5222, 19)
2905 (850, 19)
2906 (2371, 19)
2907 (728, 19)
2908 (4979, 19)
2909 (3006, 19)
2910 (1552, 19)
2911 (5724, 19)
2912 (3266, 19)
2913 (9166, 19)
2914 (927, 19)
2915 (7977, 19)
2916 (1859, 19)
2917 (10854, 118)
2918 (5838, 19)
2919 (4341, 19)
2920 (7024, 118)
2921 (8020, 19)
2922 (10255, 19)
2923 (8460, 19)
2924 (2066, 19)
2925 (1880, 118)
2926 (6311, 19)
2927 (8398, 19)
2928 (5909, 19)
2929 (4320, 19)
2930 (9778, 19)
2931 (4855, 19)
2932 (9819, 19)
2933 (4643, 118)
2934 (6490, 19)
2935 (9550, 19)
2936 (686, 19)
2937 (2146, 19)
2938 (4407, 19)
2939 (1244, 19)
2940 (8128, 19)
2941 (7965, 19)
2942 (9217, 19)
2943 (4623, 19)
2944 (6453, 19)
2945 (5202, 19)
2946 (4912, 19)
2947 (10709, 118)
2948 (9685, 19)
2949 (4597, 19)
2950 (4876, 118)
2951 (4448, 19)
2952 (10025, 19)
2953 (1936, 19)
2954 (3079, 19)
2955 (3619, 19)
2956 (1677, 19)
2957 (10914, 19)
2958 (5914, 19)
2959 (4853, 19)
2960 (10232, 19)
2961 (6374, 19)
2962 (4723, 19)
2963 (7106, 19)
2964 (4757, 19)
2965 (5689, 19)
2966 (10878, 19)
2967 (4339, 19)
2968 (10050, 19)
2969 (10685, 19)
2970 (5878, 19)
2971 (1975, 19)
2972 (3140, 19)
2973 (7418, 19)
2974 (9636, 19)
2975 (5042, 118)
2976 (10659, 19)
2977 (4967, 19)
2978 (1278, 19)
2979 (10531, 19)
2980 (7845, 19)
2981 (6686, 19)
2982 (10917, 19)
2983 (6023, 19)
2984 (4378, 19)
2985 (1336, 19)
2986 (7755, 19)
2987 (8943, 19)
2988 (7223, 19)
2989 (7962, 19)
2990 (138, 19)
2991 (9888, 19)
2992 (10536, 19)
2993 (1038, 19)
2994 (4732, 118)
2995 (2161, 19)
2996 (8567, 19)
2997 (8787, 19)
2998 (10791, 19)
2999 (6190, 19)
3000 (1756, 19)
3001 (5998, 19)
3002 (4730, 118)
3003 (10325, 19)
3004 (2280, 19)
3005 (8956, 19)
3006 (10475, 19)
3007 (7954, 19)
3008 (8343, 19)
3009 (65, 19)
3010 (7323, 19)
3011 (5389, 19)
3012 (9723, 118)
3013 (7873, 19)
3014 (3094, 19)
3015 (10591, 19)
3016 (10549, 19)
3017 (137, 19)
3018 (6274, 19)
3019 (5987, 19)
3020 (8751, 19)
3021 (7013, 19)
3022 (10125, 19)
3023 (8445, 19)
3024 (1317, 19)
3025 (8916, 19)
3026 (6454, 19)
3027 (6577, 19)
3028 (9220, 19)
3029 (8752, 19)
3030 (1927, 19)
3031 (2222, 118)
3032 (2081, 19)
3033 (7476, 118)
3034 (788, 19)
3035 (7317, 19)
3036 (1341, 19)
3037 (2405, 19)
3038 (8547, 19)
3039 (9023, 19)
3040 (2974, 19)
3041 (9751, 19)
3042 (9179, 19)
3043 (9665, 19)
3044 (3725, 19)
3045 (2022, 19)
3046 (2948, 19)
3047 (4682, 19)
3048 (5030, 19)
3049 (4302, 19)
3050 (2033, 19)
3051 (5989, 19)
3052 (2261, 19)
3053 (8467, 19)
3054 (3445, 19)
3055 (1646, 19)
3056 (2137, 19)
3057 (9165, 19)
3058 (10739, 19)
3059 (1522, 19)
3060 (9240, 118)
3061 (7764, 19)
3062 (9569, 19)
3063 (2051, 19)
3064 (1623, 118)
3065 (4036, 19)
3066 (15, 19)
3067 (1610, 19)
3068 (229, 19)
3069 (7214, 19)
3070 (2665, 19)
3071 (3428, 19)
3072 (8243, 19)
3073 (5712, 118)
3074 (6713, 19)
3075 (5740, 118)
3076 (8688, 19)
3077 (4644, 19)
3078 (9305, 19)
3079 (6358, 19)
3080 (2531, 19)
3081 (8355, 19)
3082 (2888, 19)
3083 (4748, 19)
3084 (1862, 19)
3085 (7999, 19)
3086 (299, 19)
3087 (4212, 19)
3088 (7754, 19)
3089 (6365, 19)
3090 (5306, 19)
3091 (5120, 19)
3092 (7593, 19)
3093 (613, 19)
3094 (7138, 19)
3095 (8657, 19)
3096 (2407, 19)
3097 (6412, 118)
3098 (8229, 19)
3099 (8998, 19)
3100 (3632, 19)
3101 (4511, 19)
3102 (2651, 19)
3103 (6692, 19)
3104 (5820, 19)
3105 (6694, 19)
3106 (3072, 19)
3107 (1794, 118)
3108 (5777, 19)
3109 (3030, 19)
3110 (3702, 19)
3111 (960, 19)
3112 (3704, 19)
3113 (2886, 19)
3114 (913, 19)
3115 (10154, 19)
3116 (2980, 19)
3117 (10303, 118)
3118 (29, 19)
3119 (6633, 19)
3120 (3886, 19)
3121 (3936, 19)
3122 (5715, 19)
3123 (4611, 19)
3124 (78, 19)
3125 (5, 19)
3126 (3805, 19)
3127 (5128, 19)
3128 (6975, 19)
3129 (8289, 19)
3130 (589, 19)
3131 (10003, 19)
3132 (3049, 19)
3133 (1632, 19)
3134 (7352, 19)
3135 (5831, 19)
3136 (196, 19)
3137 (6854, 19)
3138 (1797, 19)
3139 (352, 19)
3140 (6464, 118)
3141 (8090, 19)
3142 (955, 118)
3143 (232, 19)
3144 (414, 118)
3145 (8522, 19)
3146 (131, 19)
3147 (675, 19)
3148 (8899, 19)
3149 (2358, 19)
3150 (2744, 19)
3151 (4027, 19)
3152 (1452, 19)
3153 (488, 19)
3154 (1502, 19)
3155 (3755, 19)
3156 (6275, 19)
3157 (2256, 19)
3158 (101, 19)
3159 (7920, 19)
3160 (1857, 19)
3161 (2205, 19)
3162 (9274, 19)
3163 (112, 19)
3164 (4520, 19)
3165 (9832, 19)
3166 (3043, 19)
3167 (6157, 19)
3168 (10121, 19)
3169 (5527, 19)
3170 (4645, 19)
3171 (117, 118)
3172 (2539, 19)
3173 (10822, 19)
3174 (7651, 19)
3175 (2224, 19)
3176 (8492, 19)
3177 (10776, 19)
3178 (2341, 19)
3179 (3179, 19)
3180 (480, 19)
3181 (116, 19)
3182 (1112, 19)
3183 (6507, 19)
3184 (8965, 19)
3185 (10955, 118)
3186 (1418, 19)
3187 (7052, 19)
3188 (9582, 118)
3189 (5750, 19)
3190 (8373, 19)
3191 (9757, 19)
3192 (4098, 19)
3193 (9876, 19)
3194 (10389, 19)
3195 (9781, 19)
3196 (5991, 19)
3197 (7512, 19)
3198 (5287, 19)
3199 (5949, 19)
3200 (10766, 19)
3201 (3686, 19)
3202 (2523, 19)
3203 (7340, 118)
3204 (2182, 19)
3205 (248, 19)
3206 (6037, 19)
3207 (2053, 19)
3208 (9787, 19)
3209 (10882, 19)
3210 (7542, 19)
3211 (3144, 19)
3212 (3461, 19)
3213 (7248, 19)
3214 (1573, 19)
3215 (4685, 19)
3216 (2850, 19)
3217 (1752, 19)
3218 (2287, 19)
3219 (8722, 19)
3220 (10043, 19)
3221 (466, 19)
3222 (4273, 19)
3223 (10595, 19)
3224 (2994, 19)
3225 (88, 19)
3226 (626, 19)
3227 (1365, 19)
3228 (2922, 19)
3229 (42, 19)
3230 (3184, 19)
3231 (368, 19)
3232 (2339, 19)
3233 (6598, 19)
3234 (9473, 19)
3235 (9557, 19)
3236 (9470, 19)
3237 (10926, 19)
3238 (9836, 118)
3239 (6969, 19)
3240 (3433, 19)
3241 (5167, 19)
3242 (3769, 19)
3243 (4205, 19)
3244 (9890, 19)
3245 (4631, 19)
3246 (2649, 19)
3247 (7691, 19)
3248 (1311, 19)
3249 (3586, 19)
3250 (4368, 19)
3251 (4509, 19)
3252 (5889, 19)
3253 (3074, 19)
3254 (6621, 19)
3255 (9995, 217)
3256 (5204, 19)
3257 (8550, 118)
3258 (5697, 19)
3259 (5103, 19)
3260 (9715, 19)
3261 (7430, 19)
3262 (9929, 19)
3263 (8281, 19)
3264 (6739, 19)
3265 (9927, 19)
3266 (3878, 19)
3267 (7943, 19)
3268 (4094, 19)
3269 (7292, 19)
3270 (3838, 19)
3271 (10949, 19)
3272 (575, 19)
3273 (8298, 19)
3274 (397, 19)
3275 (7579, 19)
3276 (3276, 19)
3277 (3390, 19)
3278 (9719, 19)
3279 (7902, 19)
3280 (9999, 19)
3281 (4697, 19)
3282 (8239, 19)
3283 (351, 19)
3284 (456, 118)
3285 (6381, 19)
3286 (7884, 19)
3287 (419, 19)
3288 (2676, 19)
3289 (6232, 19)
3290 (7160, 19)
3291 (4375, 19)
3292 (10072, 19)
3293 (1723, 19)
3294 (5766, 19)
3295 (9361, 19)
3296 (1196, 19)
3297 (4558, 19)
3298 (6887, 19)
3299 (8537, 19)
3300 (9086, 19)
3301 (6644, 118)
3302 (9366, 19)
3303 (2836, 19)
3304 (4672, 19)
3305 (5228, 19)
3306 (7390, 19)
3307 (558, 19)
3308 (4696, 19)
3309 (454, 19)
3310 (167, 19)
3311 (2349, 19)
3312 (7983, 19)
3313 (6924, 19)
3314 (10579, 19)
3315 (9077, 19)
3316 (2029, 19)
3317 (10431, 19)
3318 (5898, 19)
3319 (7280, 19)
3320 (8946, 19)
3321 (860, 19)
3322 (7266, 19)
3323 (5282, 19)
3324 (3596, 19)
3325 (7190, 19)
3326 (4310, 19)
3327 (5415, 19)
3328 (5024, 19)
3329 (9517, 19)
3330 (4464, 19)
3331 (7824, 19)
3332 (1603, 19)
3333 (3941, 19)
3334 (353, 217)
3335 (3143, 19)
3336 (2798, 19)
3337 (1299, 19)
3338 (9241, 19)
3339 (7067, 19)
3340 (4981, 19)
3341 (2809, 217)
3342 (1624, 19)
3343 (4201, 19)
3344 (707, 19)
3345 (8780, 19)
3346 (9988, 19)
3347 (6987, 19)
3348 (1308, 19)
3349 (4046, 19)
3350 (7536, 19)
3351 (8367, 118)
3352 (5048, 19)
3353 (8405, 19)
3354 (2342, 19)
3355 (944, 19)
3356 (9177, 19)
3357 (7969, 19)
3358 (3162, 19)
3359 (10220, 19)
3360 (2267, 19)
3361 (4023, 19)
3362 (1100, 19)
3363 (7758, 19)
3364 (10950, 19)
3365 (6228, 19)
3366 (4091, 118)
3367 (8203, 19)
3368 (9882, 19)
3369 (8820, 19)
3370 (4030, 19)
3371 (3889, 19)
3372 (3408, 19)
3373 (1918, 19)
3374 (6300, 19)
3375 (9816, 19)
3376 (2179, 19)
3377 (10581, 19)
3378 (4503, 19)
3379 (6590, 19)
3380 (3649, 19)
3381 (4433, 19)
3382 (173, 19)
3383 (900, 19)
3384 (3717, 19)
3385 (1027, 19)
3386 (6038, 19)
3387 (7742, 19)
3388 (9613, 19)
3389 (10169, 19)
3390 (4633, 19)
3391 (4408, 19)
3392 (5190, 19)
3393 (4688, 19)
3394 (290, 19)
3395 (4171, 19)
3396 (7470, 19)
3397 (2490, 19)
3398 (3443, 19)
3399 (539, 217)
3400 (5843, 19)
3401 (8552, 19)
3402 (7362, 118)
3403 (4674, 19)
3404 (5505, 19)
3405 (4987, 19)
3406 (7147, 19)
3407 (9382, 19)
3408 (6423, 19)
3409 (3230, 19)
3410 (716, 19)
3411 (2819, 118)
3412 (4130, 118)
3413 (3775, 19)
3414 (3932, 19)
3415 (4055, 19)
3416 (4079, 19)
3417 (604, 19)
3418 (7262, 19)
3419 (3774, 19)
3420 (9259, 19)
3421 (5148, 19)
3422 (4183, 19)
3423 (8190, 19)
3424 (6191, 19)
3425 (8322, 19)
3426 (2630, 19)
3427 (2330, 118)
3428 (3653, 19)
3429 (5871, 19)
3430 (4329, 19)
3431 (5785, 19)
3432 (6150, 19)
3433 (1149, 19)
3434 (10126, 19)
3435 (5458, 19)
3436 (762, 19)
3437 (7212, 19)
3438 (7077, 19)
3439 (5892, 118)
3440 (6432, 19)
3441 (5363, 19)
3442 (4997, 19)
3443 (7854, 19)
3444 (5338, 19)
3445 (4315, 19)
3446 (9478, 19)
3447 (7924, 19)
3448 (1674, 19)
3449 (877, 19)
3450 (6271, 19)
3451 (6416, 19)
3452 (4242, 19)
3453 (9953, 19)
3454 (888, 118)
3455 (155, 19)
3456 (811, 19)
3457 (6244, 19)
3458 (531, 19)
3459 (7502, 19)
3460 (10377, 19)
3461 (7749, 19)
3462 (4385, 19)
3463 (8553, 19)
3464 (9949, 19)
3465 (4935, 19)
3466 (1060, 19)
3467 (8783, 19)
3468 (10097, 19)
3469 (7482, 19)
3470 (172, 19)
3471 (2032, 19)
3472 (10107, 19)
3473 (7126, 19)
3474 (7865, 19)
3475 (6637, 19)
3476 (10470, 19)
3477 (6656, 19)
3478 (6567, 19)
3479 (7933, 118)
3480 (5265, 19)
3481 (2650, 19)
3482 (9272, 19)
3483 (1770, 19)
3484 (273, 19)
3485 (5442, 19)
3486 (8811, 19)
3487 (7543, 19)
3488 (4505, 19)
3489 (10428, 19)
3490 (5270, 19)
3491 (96, 19)
3492 (2522, 19)
3493 (10768, 19)
3494 (6467, 118)
3495 (8196, 19)
3496 (4516, 19)
3497 (9141, 19)
3498 (6903, 19)
3499 (7168, 19)
3500 (5256, 19)
3501 (10743, 19)
3502 (5084, 19)
3503 (10057, 19)
3504 (8024, 19)
3505 (2252, 19)
3506 (6722, 118)
3507 (7409, 19)
3508 (103, 19)
3509 (3063, 19)
3510 (8140, 19)
3511 (731, 19)
3512 (6189, 19)
3513 (7086, 19)
3514 (4484, 19)
3515 (9396, 19)
3516 (1058, 19)
3517 (3245, 19)
3518 (5439, 19)
3519 (10876, 19)
3520 (6444, 19)
3521 (10265, 19)
3522 (3569, 19)
3523 (7383, 118)
3524 (5531, 19)
3525 (9667, 19)
3526 (7617, 19)
3527 (8791, 19)
3528 (3942, 19)
3529 (2949, 19)
3530 (3768, 19)
3531 (5567, 19)
3532 (1966, 19)
3533 (4739, 19)
3534 (8764, 19)
3535 (4070, 19)
3536 (9772, 19)
3537 (7208, 19)
3538 (8661, 19)
3539 (9071, 19)
3540 (5720, 19)
3541 (1167, 19)
3542 (8583, 19)
3543 (9866, 19)
3544 (2395, 19)
3545 (4681, 19)
3546 (10189, 19)
3547 (4137, 19)
3548 (2633, 19)
3549 (8898, 118)
3550 (1223, 19)
3551 (5156, 19)
3552 (4423, 118)
3553 (3042, 19)
3554 (10900, 19)
3555 (7709, 19)
3556 (5368, 19)
3557 (8728, 19)
3558 (10756, 19)
3559 (9817, 19)
3560 (8941, 118)
3561 (3256, 19)
3562 (764, 217)
3563 (9887, 19)
3564 (1896, 19)
3565 (2434, 19)
3566 (8258, 19)
3567 (4052, 19)
3568 (9986, 19)
3569 (698, 19)
3570 (142, 19)
3571 (4373, 19)
3572 (2078, 19)
3573 (2128, 19)
3574 (3455, 19)
3575 (4724, 19)
3576 (1434, 19)
3577 (7011, 118)
3578 (8664, 19)
3579 (1512, 19)
3580 (6523, 19)
3581 (6481, 19)
3582 (9516, 19)
3583 (7065, 19)
3584 (3275, 19)
3585 (4796, 19)
3586 (4414, 19)
3587 (2554, 19)
3588 (2230, 19)
3589 (6402, 19)
3590 (2814, 19)
3591 (8601, 19)
3592 (4995, 118)
3593 (8881, 19)
3594 (8074, 217)
3595 (4187, 19)
3596 (2900, 118)
3597 (8748, 19)
3598 (6572, 19)
3599 (3726, 19)
3600 (2006, 19)
3601 (8121, 19)
3602 (7490, 19)
3603 (7304, 19)
3604 (7215, 19)
3605 (9415, 19)
3606 (6361, 19)
3607 (1156, 19)
3608 (5484, 19)
3609 (10166, 19)
3610 (10384, 19)
3611 (2835, 19)
3612 (9202, 19)
3613 (1640, 19)
3614 (8483, 19)
3615 (5536, 19)
3616 (2825, 19)
3617 (5086, 19)
3618 (6094, 19)
3619 (7061, 19)
3620 (3115, 19)
3621 (2815, 19)
3622 (8600, 19)
3623 (1021, 19)
3624 (5590, 19)
3625 (6076, 217)
3626 (5956, 19)
3627 (7648, 19)
3628 (7701, 19)
3629 (10211, 118)
3630 (9686, 19)
3631 (9055, 19)
3632 (10763, 19)
3633 (8026, 19)
3634 (321, 19)
3635 (3908, 19)
3636 (2863, 19)
3637 (8921, 19)
3638 (7181, 19)
3639 (10329, 19)
3640 (3367, 19)
3641 (552, 19)
3642 (1480, 19)
3643 (1847, 19)
3644 (10539, 19)
3645 (10102, 19)
3646 (1914, 19)
3647 (2775, 19)
3648 (2149, 19)
3649 (8303, 19)
3650 (3818, 19)
3651 (3237, 19)
3652 (822, 19)
3653 (3234, 19)
3654 (4557, 19)
3655 (4063, 118)
3656 (10205, 19)
3657 (3412, 19)
3658 (6263, 19)
3659 (10076, 19)
3660 (7753, 19)
3661 (9074, 19)
3662 (7090, 19)
3663 (10489, 19)
3664 (8320, 19)
3665 (3293, 19)
3666 (2929, 19)
3667 (4798, 19)
3668 (590, 19)
3669 (10905, 19)
3670 (479, 19)
3671 (6462, 19)
3672 (10156, 19)
3673 (1822, 118)
3674 (318, 19)
3675 (4493, 19)
3676 (10339, 19)
3677 (10597, 19)
3678 (9779, 19)
3679 (10292, 19)
3680 (10945, 19)
3681 (268, 19)
3682 (6348, 19)
3683 (8391, 19)
3684 (10023, 19)
3685 (8632, 19)
3686 (9021, 19)
3687 (10574, 19)
3688 (6758, 19)
3689 (9457, 19)
3690 (10627, 19)
3691 (3127, 19)
3692 (7388, 19)
3693 (7653, 19)
3694 (3995, 19)
3695 (10646, 19)
3696 (1980, 19)
3697 (8699, 19)
3698 (8412, 19)
3699 (1476, 19)
3700 (4588, 19)
3701 (9349, 19)
3702 (2334, 19)
3703 (9368, 19)
3704 (3290, 19)
3705 (2283, 19)
3706 (3570, 19)
3707 (9317, 19)
3708 (119, 19)
3709 (4934, 19)
3710 (5132, 19)
3711 (4312, 19)
3712 (4178, 19)
3713 (5735, 19)
3714 (5183, 19)
3715 (371, 19)
3716 (7643, 19)
3717 (2921, 19)
3718 (1166, 19)
3719 (937, 19)
3720 (4998, 19)
3721 (10343, 19)
3722 (10053, 19)
3723 (9254, 19)
3724 (5999, 19)
3725 (7507, 19)
3726 (10793, 19)
3727 (3963, 19)
3728 (9152, 19)
3729 (2712, 19)
3730 (6668, 19)
3731 (7111, 19)
3732 (7400, 19)
3733 (9556, 19)
3734 (6205, 19)
3735 (6114, 19)
3736 (3733, 19)
3737 (166, 19)
3738 (2686, 19)
3739 (4487, 19)
3740 (5727, 19)
3741 (1712, 19)
3742 (7386, 19)
3743 (6861, 19)
3744 (3066, 19)
3745 (8842, 19)
3746 (6557, 19)
3747 (7892, 19)
3748 (9445, 19)
3749 (5575, 19)
3750 (6435, 19)
3751 (10571, 19)
3752 (5809, 19)
3753 (3706, 19)
3754 (1569, 19)
3755 (3062, 19)
3756 (1734, 19)
3757 (3194, 19)
3758 (5582, 19)
3759 (106, 19)
3760 (1080, 19)
3761 (5313, 19)
3762 (7173, 19)
3763 (3705, 19)
3764 (8096, 19)
3765 (4664, 19)
3766 (8771, 19)
3767 (7269, 19)
3768 (10730, 19)
3769 (10544, 19)
3770 (7254, 19)
3771 (3325, 19)
3772 (2844, 19)
3773 (8205, 19)
3774 (6814, 19)
3775 (3474, 19)
3776 (1562, 19)
3777 (4252, 19)
3778 (4536, 118)
3779 (8579, 19)
3780 (2086, 19)
3781 (6240, 19)
3782 (6498, 19)
3783 (7372, 19)
3784 (2620, 19)
3785 (1229, 118)
3786 (9845, 118)
3787 (3934, 19)
3788 (9917, 19)
3789 (5254, 19)
3790 (766, 19)
3791 (7293, 19)
3792 (461, 19)
3793 (5860, 19)
3794 (5692, 19)
3795 (9964, 19)
3796 (5453, 19)
3797 (1096, 118)
3798 (4790, 19)
3799 (4953, 19)
3800 (6167, 19)
3801 (1447, 19)
3802 (6745, 19)
3803 (5316, 19)
3804 (4370, 19)
3805 (3320, 19)
3806 (9687, 19)
3807 (379, 19)
3808 (8386, 19)
3809 (2432, 19)
3810 (1467, 19)
3811 (5474, 19)
3812 (5318, 19)
3813 (4927, 19)
3814 (5055, 19)
3815 (5046, 19)
3816 (3944, 217)
3817 (7132, 19)
3818 (7142, 19)
3819 (3457, 19)
3820 (8187, 118)
3821 (3283, 118)
3822 (3239, 19)
3823 (3324, 19)
3824 (10753, 19)
3825 (7794, 19)
3826 (5622, 19)
3827 (6765, 19)
3828 (1388, 19)
3829 (7982, 118)
3830 (9362, 19)
3831 (4556, 19)
3832 (9412, 19)
3833 (7710, 217)
3834 (4919, 19)
3835 (6663, 19)
3836 (7785, 19)
3837 (4078, 19)
3838 (1518, 19)
3839 (7968, 19)
3840 (1138, 19)
3841 (3163, 19)
3842 (791, 19)
3843 (5199, 19)
3844 (3721, 19)
3845 (1976, 19)
3846 (1307, 19)
3847 (3719, 19)
3848 (9504, 19)
3849 (10174, 19)
3850 (505, 19)
3851 (3703, 118)
3852 (6069, 19)
3853 (5614, 19)
3854 (5328, 19)
3855 (2866, 19)
3856 (5053, 19)
3857 (1371, 19)
3858 (1045, 19)
3859 (5427, 19)
3860 (7779, 19)
3861 (3343, 19)
3862 (9417, 19)
3863 (1011, 19)
3864 (2322, 217)
3865 (1515, 19)
3866 (4045, 19)
3867 (5411, 19)
3868 (124, 19)
3869 (5463, 19)
3870 (3646, 19)
3871 (3322, 19)
3872 (7451, 19)
3873 (3114, 19)
3874 (1245, 118)
3875 (8416, 19)
3876 (9355, 19)
3877 (5384, 19)
3878 (10314, 19)
3879 (4364, 19)
3880 (3201, 19)
3881 (6888, 19)
3882 (1617, 19)
3883 (4316, 19)
3884 (6941, 19)
3885 (8268, 19)
3886 (3120, 19)
3887 (7944, 19)
3888 (988, 19)
3889 (2692, 19)
3890 (10128, 19)
3891 (9960, 19)
3892 (1234, 19)
3893 (10109, 19)
3894 (8274, 19)
3895 (2656, 19)
3896 (3304, 19)
3897 (9174, 19)
3898 (6879, 19)
3899 (7133, 19)
3900 (9584, 19)
3901 (199, 19)
3902 (1186, 19)
3903 (2800, 19)
3904 (3677, 19)
3905 (9162, 19)
3906 (6312, 19)
3907 (9421, 19)
3908 (7026, 19)
3909 (9295, 19)
3910 (1435, 19)
3911 (496, 19)
3912 (7665, 19)
3913 (743, 19)
3914 (5289, 19)
3915 (643, 19)
3916 (5203, 118)
3917 (3240, 19)
3918 (6484, 19)
3919 (7992, 19)
3920 (9532, 19)
3921 (3866, 19)
3922 (6048, 19)
3923 (1354, 19)
3924 (7056, 19)
3925 (6335, 19)
3926 (5266, 19)
3927 (535, 19)
3928 (8436, 19)
3929 (1458, 19)
3930 (9844, 19)
3931 (1718, 19)
3932 (67, 19)
3933 (6718, 118)
3934 (1362, 118)
3935 (8211, 19)
3936 (499, 19)
3937 (7928, 19)
