x (sign(x), time)
7783 (8620, 19)
7784 (185, 19)
7785 (2469, 19)
7786 (8737, 19)
7787 (3310, 19)
7788 (139, 19)
7789 (8422, 19)
7790 (10844, 118)
7791 (6316, 19)
7792 (5434, 19)
7793 (840, 19)
7794 (4804, 19)
7795 (7918, 19)
7796 (1129, 19)
7797 (6441, 19)
7798 (10849, 19)
7799 (1687, 19)
7800 (8756, 19)
7801 (9104, 19)
7802 (3041, 19)
7803 (10860, 19)
7804 (8705, 19)
7805 (4686, 19)
7806 (7206, 19)
7807 (9459, 19)
7808 (10473, 19)
7809 (9509, 19)
7810 (6934, 19)
7811 (8217, 19)
7812 (8603, 19)
7813 (2062, 19)
7814 (10286, 19)
7815 (10830, 19)
7816 (2439, 19)
7817 (10547, 118)
7818 (10729, 19)
7819 (10006, 118)
7820 (2871, 19)
7821 (4497, 118)
7822 (10609, 19)
7823 (9164, 19)
7824 (4107, 19)
7825 (10765, 19)
7826 (5130, 19)
7827 (3609, 19)
7828 (9329, 19)
7829 (7912, 19)
7830 (958, 19)
7831 (10372, 19)
7832 (2672, 19)
7833 (3986, 19)
7834 (5833, 19)
7835 (7156, 19)
7836 (10956, 19)
7837 (10883, 19)
7838 (6350, 19)
7839 (5246, 19)
7840 (7025, 19)
7841 (7075, 19)
7842 (4328, 19)
7843 (10932, 19)
7844 (658, 118)
7845 (7981, 19)
7846 (807, 19)
7847 (10048, 19)
7848 (8075, 19)
7849 (7257, 19)
7850 (10001, 19)
7851 (7259, 19)
7852 (7931, 19)
7853 (5184, 19)
7854 (9167, 118)
7855 (7889, 19)
7856 (4267, 19)
7857 (5141, 19)
7858 (4269, 19)
7859 (8310, 19)
7860 (6450, 19)
7861 (7329, 19)
7862 (1963, 19)
7863 (2732, 19)
7864 (4549, 118)
7865 (8554, 19)
7866 (2304, 19)
7867 (3823, 19)
7868 (10348, 19)
7869 (3368, 19)
7870 (5841, 19)
7871 (5655, 19)
7872 (4596, 19)
7873 (3207, 19)
7874 (6749, 19)
7875 (10662, 19)
7876 (2962, 19)
7877 (9099, 19)
7878 (6213, 19)
7879 (8073, 19)
7880 (2606, 19)
7881 (8430, 19)
7882 (4603, 19)
7883 (1656, 19)
7884 (6317, 19)
7885 (2273, 19)
7886 (5221, 118)
7887 (4248, 19)
7888 (5249, 118)
7889 (2718, 19)
7890 (7533, 19)
7891 (8296, 19)
7892 (3747, 19)
7893 (10732, 19)
7894 (9351, 19)
7895 (10946, 19)
7896 (6925, 19)
7897 (9338, 118)
7898 (8910, 19)
7899 (1392, 19)
7900 (3197, 19)
7901 (1721, 118)
7902 (9439, 19)
7903 (222, 19)
7904 (1796, 19)
7905 (8824, 19)
7906 (9315, 19)
7907 (7516, 19)
7908 (2494, 19)
7909 (8700, 19)
7910 (4972, 19)
7911 (8928, 19)
7912 (6659, 19)
7913 (5931, 19)
7914 (6279, 19)
7915 (8013, 19)
7916 (8939, 19)
7917 (7236, 19)
7918 (1296, 19)
7919 (1782, 19)
7920 (1210, 19)
7921 (7987, 19)
7922 (1938, 19)
7923 (2414, 19)
7924 (8556, 19)
7925 (9620, 19)
7926 (3644, 19)
7927 (10173, 19)
7928 (3485, 118)
7929 (8880, 19)
7930 (8739, 118)
7931 (9034, 19)
7932 (2209, 19)
7933 (1741, 19)
7934 (4384, 19)
7935 (4507, 19)
7936 (2045, 19)
7937 (9644, 19)
7938 (2516, 19)
7939 (836, 19)
7940 (3948, 19)
7941 (2210, 19)
7942 (4974, 19)
7943 (4687, 19)
7944 (10824, 19)
7945 (412, 19)
7946 (370, 19)
7947 (7867, 19)
7948 (3088, 19)
7949 (1238, 118)
7950 (5572, 19)
7951 (3638, 19)
7952 (10896, 19)
7953 (2618, 19)
7954 (3007, 19)
7955 (486, 19)
7956 (2005, 19)
7957 (8681, 19)
7958 (636, 19)
7959 (6231, 118)
7960 (4963, 19)
7961 (9205, 19)
7962 (4771, 19)
7963 (170, 19)
7964 (2174, 19)
7965 (2394, 19)
7966 (8800, 19)
7967 (6229, 118)
7968 (9923, 19)
7969 (425, 19)
7970 (1073, 19)
7971 (10823, 19)
7972 (2999, 19)
7973 (3738, 19)
7974 (2018, 19)
7975 (3206, 19)
7976 (9625, 19)
7977 (6583, 19)
7978 (4938, 19)
7979 (44, 19)
7980 (4275, 19)
7981 (3116, 19)
7982 (430, 19)
7983 (9683, 19)
7984 (5994, 19)
7985 (302, 19)
7986 (5919, 118)
7987 (1325, 19)
7988 (3543, 19)
7989 (7821, 19)
7990 (8986, 19)
7991 (5083, 19)
7992 (276, 19)
7993 (911, 19)
7994 (6622, 19)
7995 (83, 19)
7996 (5272, 19)
7997 (6204, 19)
7998 (3855, 19)
7999 (6238, 19)
8000 (4587, 19)
8001 (729, 19)
8002 (6108, 19)
8003 (5047, 19)
8004 (47, 19)
8005 (9284, 19)
8006 (7342, 19)
8007 (7882, 19)
8008 (9025, 19)
8009 (936, 19)
8010 (6513, 19)
8011 (6085, 118)
8012 (6364, 19)
8013 (1276, 19)
8014 (252, 118)
8015 (6049, 19)
8016 (5759, 19)
8017 (4508, 19)
8018 (6338, 19)
8019 (1744, 19)
8020 (2996, 19)
8021 (2833, 19)
8022 (9717, 19)
8023 (6554, 19)
8024 (8815, 19)
8025 (10275, 19)
8026 (1411, 19)
8027 (4471, 19)
8028 (6318, 118)
8029 (1142, 19)
8030 (6106, 19)
8031 (1183, 19)
8032 (6641, 19)
8033 (5052, 19)
8034 (2563, 19)
8035 (4650, 19)
8036 (9081, 118)
8037 (8895, 19)
8038 (2501, 19)
8039 (706, 19)
8040 (2941, 19)
8041 (3937, 118)
8042 (6620, 19)
8043 (5123, 19)
8044 (107, 118)
8045 (9102, 19)
8046 (2984, 19)
8047 (10034, 19)
8048 (1795, 19)
8049 (7695, 19)
8050 (5237, 19)
8051 (9409, 19)
8052 (7955, 19)
8053 (5982, 19)
8054 (10233, 19)
8055 (8590, 19)
8056 (10111, 19)
8057 (5739, 19)
8058 (1542, 19)
8059 (8845, 19)
8060 (8997, 19)
8061 (8964, 19)
8062 (6662, 19)
8063 (9188, 19)
8064 (700, 19)
8065 (1969, 19)
8066 (9737, 19)
8067 (9900, 19)
8068 (7040, 118)
8069 (7655, 19)
8070 (5969, 118)
8071 (6286, 19)
8072 (7474, 19)
8073 (895, 19)
8074 (278, 19)
8075 (1155, 19)
8076 (8871, 19)
8077 (2626, 19)
8078 (6123, 19)
8079 (5862, 19)
8080 (10071, 118)
8081 (10262, 19)
8082 (7092, 19)
8083 (3785, 19)
8084 (5399, 19)
8085 (6841, 19)
8086 (8597, 19)
8087 (1905, 217)
8088 (2076, 19)
8089 (1828, 19)
8090 (4888, 19)
8091 (3130, 19)
8092 (6485, 19)
8093 (7891, 19)
8094 (3003, 19)
8095 (2012, 19)
8096 (10700, 19)
8097 (6333, 19)
8098 (6743, 19)
8099 (9309, 19)
8100 (9800, 19)
8101 (6255, 19)
8102 (2397, 19)
8103 (5596, 19)
8104 (3614, 19)
8105 (9316, 19)
8106 (5883, 19)
8107 (3797, 19)
8108 (8219, 19)
8109 (10244, 19)
8110 (4283, 19)
8111 (2386, 19)
8112 (2848, 118)
8113 (10124, 19)
8114 (3441, 19)
8115 (3622, 19)
8116 (8437, 19)
8117 (6488, 19)
8118 (9623, 19)
8119 (8359, 19)
8120 (9464, 19)
8121 (8912, 19)
8122 (4552, 19)
8123 (1993, 19)
8124 (4277, 19)
8125 (4669, 19)
8126 (4440, 19)
8127 (10083, 19)
8128 (5936, 19)
8129 (10618, 118)
8130 (8350, 19)
8131 (914, 19)
8132 (4456, 19)
8133 (9663, 19)
8134 (3172, 19)
8135 (2598, 19)
8136 (3616, 19)
8137 (1583, 19)
8138 (10727, 19)
8139 (10112, 19)
8140 (855, 19)
8141 (8352, 19)
8142 (8035, 19)
8143 (7349, 118)
8144 (6833, 19)
8145 (3929, 118)
8146 (10702, 19)
8147 (9117, 19)
8148 (582, 19)
8149 (5239, 19)
8150 (10929, 19)
8151 (10524, 19)
8152 (4322, 19)
8153 (8365, 19)
8154 (9813, 19)
8155 (7750, 19)
8156 (2637, 19)
8157 (1237, 19)
8158 (4017, 19)
8159 (8408, 19)
8160 (2689, 19)
8161 (9818, 19)
8162 (9729, 19)
8163 (1395, 19)
8164 (5341, 19)
8165 (3548, 19)
8166 (671, 19)
8167 (7521, 19)
8168 (3279, 19)
8169 (393, 19)
8170 (1671, 19)
8171 (3576, 19)
8172 (5229, 19)
8173 (6737, 118)
8174 (9416, 19)
8175 (10391, 118)
8176 (6250, 19)
8177 (4542, 19)
8178 (2308, 19)
8179 (5443, 19)
8180 (1651, 19)
8181 (1616, 19)
8182 (536, 19)
8183 (10828, 19)
8184 (6173, 19)
8185 (6344, 118)
8186 (4059, 19)
8187 (9544, 19)
8188 (10308, 19)
8189 (4351, 19)
8190 (6242, 19)
8191 (6010, 19)
8192 (7444, 118)
8193 (127, 19)
8194 (10601, 19)
8195 (2572, 19)
8196 (7175, 19)
8197 (2913, 19)
8198 (9553, 19)
8199 (3173, 19)
8200 (9476, 19)
8201 (607, 19)
8202 (10868, 19)
8203 (9860, 19)
8204 (305, 19)
8205 (3660, 19)
8206 (1902, 19)
8207 (1082, 19)
8208 (543, 19)
8209 (7310, 19)
8210 (909, 19)
8211 (9455, 19)
8212 (6823, 19)
8213 (2229, 19)
8214 (1735, 19)
8215 (2736, 19)
8216 (6613, 19)
8217 (5196, 19)
8218 (9203, 19)
8219 (9499, 19)
8220 (10238, 19)
8221 (6411, 19)
8222 (8549, 19)
8223 (7447, 19)
8224 (1256, 19)
8225 (2735, 19)
8226 (4022, 19)
8227 (7283, 19)
8228 (9159, 19)
8229 (188, 118)
8230 (2194, 19)
8231 (9962, 19)
8232 (1240, 19)
8233 (6526, 19)
8234 (1680, 19)
8235 (5004, 19)
8236 (10694, 19)
8237 (661, 19)
8238 (6703, 19)
8239 (372, 19)
8240 (365, 118)
8241 (625, 19)
8242 (7906, 19)
8243 (3039, 19)
8244 (7468, 19)
8245 (388, 19)
8246 (5821, 19)
8247 (5206, 19)
8248 (10621, 19)
8249 (7232, 19)
8250 (7007, 19)
8251 (5642, 19)
8252 (281, 19)
8253 (9330, 19)
8254 (9482, 19)
8255 (2950, 19)
8256 (1812, 19)
8257 (10449, 19)
8258 (991, 118)
8259 (1775, 19)
8260 (5275, 19)
8261 (7475, 19)
8262 (832, 19)
8263 (5618, 19)
8264 (7812, 19)
8265 (9972, 19)
8266 (9608, 19)
8267 (5745, 19)
8268 (9784, 19)
8269 (9982, 118)
8270 (9938, 19)
8271 (4469, 19)
8272 (1176, 19)
8273 (10712, 19)
8274 (2699, 19)
8275 (10068, 19)
8276 (8062, 19)
8277 (8053, 19)
8278 (9085, 19)
8279 (4513, 19)
8280 (1419, 19)
8281 (3166, 19)
8282 (10224, 19)
8283 (4835, 19)
8284 (1881, 19)
8285 (3421, 19)
8286 (2217, 19)
8287 (2071, 19)
8288 (10278, 118)
8289 (7832, 19)
8290 (5559, 19)
8291 (2647, 19)
8292 (923, 19)
8293 (5041, 19)
8294 (10091, 19)
8295 (3248, 19)
8296 (5404, 19)
8297 (2783, 19)
8298 (4875, 118)
8299 (2138, 19)
8300 (3555, 19)
8301 (7483, 19)
8302 (1526, 19)
8303 (253, 19)
8304 (4089, 19)
8305 (5975, 118)
8306 (7698, 217)
8307 (5177, 19)
8308 (5284, 19)
8309 (4689, 19)
8310 (6303, 19)
8311 (5033, 19)
8312 (3512, 19)
8313 (10493, 118)
8314 (2189, 19)
8315 (10755, 19)
8316 (2515, 19)
8317 (6746, 19)
8318 (1852, 19)
8319 (207, 19)
8320 (4246, 19)
8321 (10374, 19)
8322 (7197, 19)
8323 (5768, 19)
8324 (2336, 19)
8325 (1399, 19)
8326 (4941, 19)
8327 (8402, 19)
8328 (3075, 19)
8329 (10455, 19)
8330 (2258, 19)
8331 (1971, 19)
8332 (9951, 19)
8333 (7978, 19)
8334 (2795, 19)
8335 (10583, 19)
8336 (3379, 19)
8337 (2499, 19)
8338 (8385, 19)
8339 (1310, 19)
8340 (1972, 118)
8341 (4752, 19)
8342 (7081, 19)
8343 (9313, 19)
8344 (1035, 19)
8345 (9263, 19)
8346 (10142, 19)
8347 (7104, 19)
8348 (10880, 19)
8349 (863, 118)
8350 (9136, 19)
8351 (7833, 19)
8352 (6248, 19)
8353 (5789, 19)
8354 (4241, 19)
8355 (4968, 118)
8356 (5073, 19)
8357 (3626, 19)
8358 (7281, 19)
8359 (1414, 118)
8360 (10856, 19)
8361 (7909, 19)
8362 (1921, 19)
8363 (8250, 19)
8364 (1574, 19)
8365 (2315, 19)
8366 (5714, 19)
8367 (7222, 19)
8368 (3402, 19)
8369 (5541, 19)
8370 (7511, 19)
8371 (4833, 118)
8372 (2114, 19)
8373 (981, 19)
8374 (10187, 19)
8375 (6369, 19)
8376 (9460, 19)
8377 (1710, 19)
8378 (9859, 19)
8379 (8478, 19)
8380 (8909, 118)
8381 (8089, 19)
8382 (8174, 118)
8383 (5418, 118)
8384 (8085, 19)
8385 (1063, 19)
8386 (1333, 118)
8387 (3716, 19)
8388 (10407, 19)
8389 (3542, 19)
8390 (482, 19)
8391 (6599, 19)
8392 (7225, 19)
8393 (6956, 19)
8394 (10737, 19)
8395 (8755, 19)
8396 (2914, 19)
8397 (6853, 19)
8398 (596, 19)
8399 (10353, 19)
8400 (7043, 19)
8401 (8357, 118)
8402 (6363, 19)
8403 (2169, 19)
8404 (8184, 19)
8405 (3635, 19)
8406 (2555, 19)
8407 (2520, 19)
8408 (9689, 19)
8409 (5743, 118)
8410 (3800, 19)
8411 (6457, 19)
8412 (2025, 19)
8413 (7171, 19)
8414 (2963, 19)
8415 (10679, 19)
8416 (9519, 19)
8417 (7253, 19)
8418 (4845, 19)
8419 (7585, 19)
8420 (10036, 19)
8421 (9126, 19)
8422 (10226, 19)
8423 (9015, 19)
8424 (739, 19)
8425 (3851, 19)
8426 (3374, 118)
8427 (10212, 19)
8428 (3523, 19)
8429 (2967, 19)
8430 (4486, 19)
8431 (9197, 19)
8432 (2241, 19)
8433 (178, 19)
8434 (656, 19)
8435 (1886, 19)
8436 (3056, 118)
8437 (7986, 19)
8438 (7953, 19)
8439 (873, 19)
8440 (4560, 19)
8441 (5109, 19)
8442 (7517, 19)
8443 (5874, 19)
8444 (7395, 19)
8445 (4866, 19)
8446 (9108, 19)
8447 (309, 19)
8448 (752, 19)
8449 (9255, 19)
8450 (7923, 19)
8451 (1040, 19)
8452 (9333, 19)
8453 (4006, 118)
8454 (910, 19)
8455 (3013, 118)
8456 (4906, 19)
8457 (6685, 19)
8458 (6551, 19)
8459 (4831, 19)
8460 (8347, 19)
8461 (6812, 19)
8462 (2897, 19)
8463 (5520, 19)
8464 (5573, 19)
8465 (6700, 19)
8466 (9518, 19)
8467 (1303, 19)
8468 (8810, 19)
8469 (5412, 19)
8470 (10293, 19)
8471 (9993, 19)
8472 (6951, 19)
8473 (3737, 19)
8474 (1807, 19)
8475 (1808, 19)
8476 (7120, 19)
8477 (4738, 19)
8478 (620, 19)
8479 (3906, 19)
8480 (2702, 118)
8481 (7018, 19)
8482 (5428, 19)
8483 (9093, 19)
8484 (5850, 19)
8485 (2453, 19)
8486 (7422, 19)
8487 (2616, 19)
8488 (3883, 19)
8489 (1211, 19)
8490 (7247, 19)
8491 (6469, 19)
8492 (7009, 19)
8493 (6988, 19)
8494 (2100, 19)
8495 (5349, 118)
8496 (2593, 118)
8497 (2096, 19)
8498 (10103, 19)
8499 (10825, 118)
8500 (326, 19)
8501 (4983, 19)
8502 (6254, 19)
8503 (8957, 19)
8504 (9989, 19)
8505 (2705, 19)
8506 (7295, 19)
8507 (793, 19)
8508 (10337, 19)
8509 (2801, 19)
8510 (10469, 19)
8511 (7037, 19)
8512 (8545, 19)
8513 (5348, 19)
8514 (560, 19)
8515 (5233, 19)
8516 (2056, 19)
8517 (2082, 19)
8518 (7477, 19)
8519 (8092, 19)
8520 (5232, 19)
8521 (5395, 19)
8522 (6082, 118)
8523 (7642, 19)
8524 (3519, 19)
8525 (5754, 19)
8526 (7623, 19)
8527 (703, 19)
8528 (7063, 19)
8529 (592, 19)
8530 (3185, 19)
8531 (6088, 118)
8532 (2274, 19)
8533 (7324, 19)
8534 (3815, 217)
8535 (5819, 19)
8536 (4947, 19)
8537 (7858, 19)
8538 (5885, 19)
8539 (436, 118)
8540 (2867, 19)
8541 (8947, 118)
8542 (8843, 217)
8543 (5616, 19)
8544 (6711, 19)
8545 (3371, 19)
8546 (6054, 19)
8547 (6080, 19)
8548 (5502, 19)
8549 (118, 118)
8550 (10020, 19)
8551 (4111, 19)
8552 (7766, 19)
8553 (153, 19)
8554 (10759, 19)
8555 (4805, 19)
8556 (563, 19)
8557 (8638, 19)
8558 (798, 19)
8559 (181, 19)
8560 (7654, 19)
8561 (9453, 19)
8562 (9707, 19)
8563 (691, 19)
8564 (9063, 19)
8565 (2214, 19)
8566 (4345, 118)
8567 (7577, 118)
8568 (5725, 19)
8569 (10443, 19)
8570 (10527, 118)
8571 (449, 19)
8572 (4718, 19)
8573 (7217, 19)
8574 (9976, 19)
8575 (1202, 118)
8576 (3712, 118)
8577 (1053, 19)
8578 (10316, 19)
8579 (9405, 415)
8580 (2885, 19)
8581 (9827, 19)
8582 (5751, 19)
8583 (5773, 19)
8584 (2422, 19)
8585 (4465, 19)
8586 (6449, 19)
8587 (7344, 19)
8588 (9379, 19)
8589 (5651, 19)
8590 (2817, 19)
8591 (5592, 19)
8592 (1081, 19)
8593 (10838, 19)
8594 (1029, 19)
8595 (3507, 19)
8596 (7624, 19)
8597 (2460, 217)
8598 (7990, 19)
8599 (10134, 19)
8600 (130, 19)
8601 (7273, 19)
8602 (7652, 19)
8603 (7586, 19)
8604 (7486, 19)
8605 (8591, 19)
8606 (6875, 19)
8607 (5716, 19)
8608 (829, 19)
8609 (785, 118)
8610 (401, 19)
8611 (2306, 19)
8612 (9695, 19)
8613 (213, 19)
8614 (9842, 19)
8615 (10096, 118)
8616 (3533, 19)
8617 (1740, 19)
8618 (9372, 19)
8619 (7634, 19)
8620 (4635, 19)
8621 (7399, 19)
8622 (6530, 19)
8623 (10921, 19)
8624 (4777, 19)
8625 (4929, 19)
8626 (7382, 19)
8627 (7453, 19)
8628 (6476, 19)
8629 (7706, 19)
8630 (10331, 19)
8631 (2166, 19)
8632 (3685, 19)
8633 (1164, 19)
8634 (1553, 19)
8635 (8116, 19)
8636 (4704, 19)
8637 (7135, 19)
8638 (217, 19)
8639 (2538, 19)
8640 (1833, 19)
8641 (4577, 19)
8642 (1722, 19)
8643 (9061, 19)
8644 (551, 19)
8645 (5890, 19)
8646 (4386, 19)
8647 (5849, 19)
8648 (1977, 19)
8649 (879, 19)
8650 (3451, 19)
8651 (574, 19)
8652 (8685, 19)
8653 (8517, 19)
8654 (10190, 19)
8655 (4775, 217)
8656 (7650, 19)
8657 (3095, 19)
8658 (1111, 19)
8659 (6506, 19)
8660 (9809, 19)
8661 (2564, 19)
8662 (3960, 118)
8663 (10359, 19)
8664 (10778, 19)
8665 (10478, 19)
8666 (5690, 19)
8667 (3640, 19)
8668 (9664, 19)
8669 (450, 19)
8670 (7508, 19)
8671 (3962, 19)
8672 (9447, 19)
8673 (5846, 19)
8674 (4933, 19)
8675 (2362, 19)
8676 (578, 19)
8677 (10645, 118)
8678 (3231, 19)
8679 (4684, 19)
8680 (3057, 19)
8681 (9115, 19)
8682 (7957, 19)
8683 (2278, 19)
8684 (5986, 19)
8685 (1328, 19)
8686 (5748, 19)
8687 (8055, 19)
8688 (6174, 118)
8689 (887, 19)
8690 (9189, 19)
8691 (4327, 19)
8692 (7484, 118)
8693 (1416, 19)
8694 (6437, 19)
8695 (327, 19)
8696 (8485, 19)
8697 (10897, 19)
8698 (7855, 19)
8699 (1929, 19)
8700 (7683, 19)
8701 (10396, 19)
8702 (7233, 19)
8703 (2704, 19)
8704 (9208, 19)
8705 (7522, 19)
8706 (9030, 19)
8707 (10295, 19)
8708 (6671, 19)
8709 (6494, 19)
8710 (2347, 19)
8711 (1888, 19)
8712 (3015, 19)
8713 (5667, 19)
8714 (9985, 19)
8715 (3358, 19)
8716 (7925, 19)
8717 (367, 19)
8718 (5653, 19)
8719 (10604, 19)
8720 (6168, 19)
8721 (9530, 19)
8722 (8130, 19)
8723 (2435, 118)
8724 (9199, 19)
8725 (10938, 118)
8726 (5863, 19)
8727 (7130, 19)
8728 (4785, 19)
8729 (10087, 19)
8730 (8633, 19)
8731 (5530, 19)
8732 (9668, 19)
8733 (1697, 19)
8734 (54, 19)
8735 (993, 19)
8736 (5836, 19)
8737 (5907, 19)
8738 (2443, 19)
8739 (8512, 19)
8740 (2368, 19)
8741 (939, 19)
8742 (361, 19)
8743 (7393, 19)
8744 (4200, 19)
8745 (10804, 19)
8746 (8057, 19)
8747 (8107, 19)
8748 (2805, 118)
8749 (1992, 19)
8750 (1824, 19)
8751 (1460, 19)
8752 (9431, 19)
8753 (3867, 19)
8754 (961, 19)
8755 (10423, 217)
8756 (9513, 19)
8757 (4280, 19)
8758 (2952, 19)
8759 (8228, 19)
8760 (6188, 19)
8761 (8644, 19)
8762 (3591, 19)
8763 (8988, 19)
8764 (4416, 19)
8765 (2583, 19)
8766 (8404, 19)
8767 (9060, 19)
8768 (7939, 19)
8769 (5955, 19)
8770 (1287, 19)
8771 (7552, 19)
8772 (10122, 19)
8773 (9696, 19)
8774 (4146, 19)
8775 (4977, 19)
8776 (10698, 19)
8777 (6258, 19)
8778 (2907, 19)
8779 (3204, 19)
8780 (6352, 19)
8781 (4240, 19)
8782 (8021, 19)
8783 (6039, 19)
8784 (2041, 19)
8785 (3458, 19)
8786 (3021, 19)
8787 (2108, 19)
8788 (7334, 19)
8789 (9618, 19)
8790 (9176, 118)
8791 (10802, 19)
8792 (10221, 19)
8793 (5769, 19)
8794 (6629, 19)
8795 (386, 19)
8796 (8719, 19)
8797 (6325, 19)
8798 (2345, 19)
8799 (7330, 19)
8800 (7942, 19)
8801 (9790, 19)
8802 (7328, 19)
8803 (7381, 19)
8804 (2632, 19)
8805 (10648, 19)
8806 (286, 19)
8807 (6324, 19)
8808 (5186, 19)
8809 (1366, 19)
8810 (5473, 19)
8811 (10567, 19)
8812 (8596, 19)
8813 (8022, 19)
8814 (3277, 19)
8815 (4295, 19)
8816 (6433, 19)
8817 (9660, 19)
8818 (5262, 19)
8819 (5414, 19)
8820 (1368, 19)
8821 (2603, 19)
8822 (7737, 19)
8823 (7997, 217)
8824 (10137, 19)
8825 (8665, 19)
8826 (1260, 19)
8827 (5917, 19)
8828 (10477, 19)
8829 (9959, 19)
8830 (8390, 19)
8831 (9269, 19)
8832 (5067, 19)
8833 (1083, 19)
8834 (10660, 118)
8835 (5644, 19)
8836 (3565, 19)
8837 (4114, 19)
8838 (5401, 19)
8839 (9479, 19)
8840 (4192, 19)
8841 (6819, 19)
8842 (6245, 19)
8843 (4565, 19)
8844 (1123, 19)
8845 (4357, 19)
8846 (9946, 19)
8847 (5704, 19)
8848 (2236, 19)
8849 (1768, 19)
8850 (7941, 19)
8851 (9788, 19)
8852 (6252, 19)
8853 (2820, 19)
8854 (4668, 19)
8855 (8384, 19)
8856 (274, 19)
8857 (4539, 19)
8858 (6510, 19)
8859 (10769, 19)
8860 (2683, 19)
8861 (6647, 19)
8862 (6851, 19)
8863 (1711, 217)
8864 (330, 19)
8865 (1634, 19)
8866 (2172, 19)
8867 (10114, 19)
8868 (5903, 19)
8869 (2168, 19)
8870 (4167, 217)
8871 (4534, 118)
8872 (9245, 19)
8873 (6527, 19)
8874 (4124, 19)
8875 (6981, 19)
8876 (6502, 19)
8877 (7128, 19)
8878 (8120, 19)
8879 (5014, 19)
8880 (7591, 19)
8881 (6018, 19)
8882 (10927, 19)
8883 (9423, 19)
8884 (4727, 19)
8885 (4133, 19)
8886 (7775, 19)
8887 (2677, 19)
8888 (1587, 118)
8889 (5274, 19)
8890 (8970, 19)
8891 (421, 19)
8892 (6594, 19)
8893 (1832, 19)
8894 (4579, 19)
8895 (9038, 19)
8896 (7621, 19)
8897 (1928, 19)
8898 (7074, 19)
8899 (9462, 19)
8900 (300, 19)
8901 (5639, 19)
8902 (1821, 19)
8903 (8046, 19)
8904 (10689, 19)
8905 (4119, 118)
8906 (9611, 19)
8907 (1205, 19)
8908 (3098, 19)
8909 (4425, 19)
8910 (6664, 19)
8911 (6187, 19)
8912 (4392, 19)
8913 (710, 19)
8914 (10242, 19)
8915 (5068, 19)
8916 (3765, 19)
8917 (4666, 19)
8918 (6580, 19)
8919 (1529, 19)
8920 (1013, 19)
8921 (2474, 19)
8922 (7016, 19)
8923 (1066, 19)
8924 (6499, 19)
8925 (4754, 19)
8926 (10056, 19)
8927 (339, 19)
8928 (7911, 19)
8929 (896, 19)
8930 (4575, 19)
8931 (6392, 19)
8932 (2928, 19)
8933 (2498, 19)
8934 (8479, 19)
8935 (2200, 19)
8936 (652, 19)
8937 (7199, 19)
8938 (10699, 19)
8939 (8379, 19)
8940 (1849, 19)
8941 (6070, 19)
8942 (4648, 19)
8943 (5678, 19)
8944 (3958, 19)
8945 (6310, 19)
8946 (7976, 19)
8947 (1733, 19)
8948 (2028, 118)
8949 (1305, 19)
8950 (4566, 19)
8951 (9130, 19)
8952 (6541, 19)
8953 (8034, 19)
8954 (7158, 19)
8955 (1951, 19)
8956 (7277, 19)
8957 (6660, 19)
8958 (8199, 19)
8959 (3844, 118)
8960 (5591, 19)
8961 (1106, 19)
8962 (4932, 19)
8963 (6246, 19)
8964 (7980, 19)
8965 (1732, 19)
8966 (6436, 19)
8967 (4555, 19)
8968 (9966, 19)
8969 (1291, 19)
8970 (4878, 19)
8971 (1990, 19)
8972 (3198, 19)
8973 (197, 19)
8974 (9359, 19)
8975 (1427, 19)
8976 (9282, 19)
8977 (9822, 19)
8978 (10674, 19)
8979 (7144, 19)
8980 (7289, 19)
8981 (3078, 19)
8982 (7140, 19)
8983 (2246, 118)
8984 (3065, 118)
8985 (5855, 19)
8986 (1103, 19)
8987 (6836, 19)
8988 (4495, 19)
8989 (9892, 19)
8990 (2608, 19)
8991 (8459, 19)
8992 (6031, 19)
8993 (9173, 19)
8994 (5905, 19)
8995 (3582, 19)
8996 (4903, 19)
8997 (2919, 19)
8998 (2438, 19)
8999 (10939, 19)
9000 (1547, 19)
9001 (1474, 19)
9002 (10133, 19)
9003 (1851, 19)
9004 (5958, 19)
9005 (9306, 19)
9006 (8499, 19)
9007 (4918, 19)
9008 (1919, 19)
9009 (4683, 19)
9010 (5657, 19)
9011 (7526, 19)
9012 (7202, 19)
9013 (7645, 118)
9014 (7673, 19)
9015 (8714, 19)
9016 (9289, 118)
9017 (5378, 19)
9018 (1407, 118)
9019 (4300, 118)
9020 (7759, 19)
9021 (9991, 19)
9022 (583, 19)
9023 (8698, 19)
9024 (3249, 19)
9025 (8008, 19)
9026 (6134, 19)
9027 (5157, 19)
9028 (6198, 118)
9029 (1279, 19)
9030 (5796, 19)
9031 (1495, 19)
9032 (6953, 19)
9033 (4629, 19)
9034 (10497, 19)
9035 (9050, 19)
9036 (8185, 19)
9037 (2431, 19)
9038 (347, 19)
9039 (4745, 19)
9040 (8588, 19)
9041 (2600, 19)
9042 (2139, 19)
9043 (507, 19)
9044 (8426, 19)
9045 (10273, 19)
9046 (238, 19)
9047 (8931, 19)
9048 (5929, 19)
9049 (8675, 19)
9050 (80, 19)
9051 (77, 19)
9052 (4085, 19)
9053 (4561, 19)
9054 (646, 19)
9055 (8490, 19)
9056 (10537, 19)
9057 (3845, 19)
9058 (5180, 118)
9059 (179, 19)
9060 (38, 19)
9061 (220, 118)
9062 (7746, 118)
9063 (8182, 19)
9064 (9017, 118)
